name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus_B	12978	G	1337	2382	3719	0.00106
Melissococcus	12989	G	734	174	908	0.00026
Enterococcus_A	12977	G	508	539	1047	0.00030
Enterococcus_E	12981	G	462	16	478	0.00014
Tetragenococcus	12990	G	174	154	328	0.00009
Enterococcus_D	12980	G	117	43	160	0.00005
Enterococcus_C	12979	G	96	95	191	0.00005
Enterococcus_I	12985	G	41	77	118	0.00003
Enterococcus_F	12982	G	16	15	31	0.00001
Enterococcus_J	12986	G	10	2	12	0.00000
Facklamia	12946	G	1801	1482	3283	0.00093
Granulicatella	12951	G	1069	896	1965	0.00056
Aerococcus	12940	G	662	254	916	0.00026
Atopobacter	12941	G	190	503	693	0.00020
GCA-024661895	12949	G	147	120	267	0.00008
Dolosicoccus	12944	G	98	9	107	0.00003
DSM-111022	12943	G	96	60	156	0.00004
Hutsoniella	12952	G	95	46	141	0.00004
Globicatella	12950	G	27	13	40	0.00001
WM01	12959	G	26	8	34	0.00001
Ruoffia	12955	G	21	18	39	0.00001
Jeotgalibaca	12954	G	19	24	43	0.00001
Listeria	13032	G	1879	258	2137	0.00061
Listeria_A	13033	G	96	17	113	0.00003
Brochothrix	13031	G	23	3	26	0.00001
Allofustis	12961	G	690	3031	3721	0.00106
Alkalibacterium	12960	G	478	288	766	0.00022
Carnobacterium_A	12966	G	283	191	474	0.00013
Carnobacterium	12965	G	158	176	334	0.00009
Alloiococcus	12962	G	49	4	53	0.00002
Atopostipes	12964	G	30	33	63	0.00002
Marinilactibacillus	12972	G	23	1	24	0.00001
Desemzia	12967	G	10	3	13	0.00000
Vagococcus	13047	G	544	251	795	0.00023
Vagococcus_A	13048	G	46	26	72	0.00002
Vagococcus_D	13051	G	46	14	60	0.00002
JASLFJ01	12975	G	136	311	447	0.00013
Paenibacillus	13088	G	5562	878	6440	0.00183
Cohnella	13086	G	2678	458	3136	0.00089
Pristimantibacillus	13100	G	1259	287	1546	0.00044
Paenibacillus_A	13089	G	840	147	987	0.00028
Paenibacillus_J	13095	G	262	12	274	0.00008
ZCTH02-B3	13103	G	251	192	443	0.00013
Paenibacillus_B	13092	G	248	38	286	0.00008
Paenibacillus_Z	13099	G	174	41	215	0.00006
Paenibacillus_D	13093	G	72	2	74	0.00002
Paenibacillus_T	13098	G	34	2	36	0.00001
Thermobacillus	13102	G	34	7	41	0.00001
Saccharibacillus	13101	G	27	1	28	0.00001
Paenibacillus_K	13096	G	22	9	31	0.00001
Paenibacillus_E	13077	G	1255	180	1435	0.00041
CAMCVV01	13064	G	936	17	953	0.00027
Paenibacillus_AM	13075	G	691	153	844	0.00024
Paenibacillus_L	13081	G	575	223	798	0.00023
Paenibacillus_G	13079	G	196	132	328	0.00009
Paenibacillus_S	13082	G	193	42	235	0.00007
YN15	13085	G	77	2	79	0.00002
Paenibacillus_AC	13071	G	49	6	55	0.00002
Longirhabdus	13108	G	301	62	363	0.00010
Chengkuizengella	13107	G	14	0	14	0.00000
Paenibacillus_AE	13111	G	25	2	27	0.00001
CANHGK01	13059	G	11	0	11	0.00000
Neobacillus	12756	G	4104	2286	6390	0.00181
Cytobacillus	12749	G	2083	1472	3555	0.00101
Mesobacillus	12753	G	1372	89	1461	0.00041
Bacillus_AZ	12739	G	1002	280	1282	0.00036
Niallia	12758	G	846	1225	2071	0.00059
JAEVLT01	12750	G	264	123	387	0.00011
Bacillus_D	12745	G	155	36	191	0.00005
Neobacillus_A	12757	G	94	33	127	0.00004
Bacillus_BD	12740	G	91	66	157	0.00004
VATK01	12762	G	80	15	95	0.00003
Robertmurraya	12760	G	55	93	148	0.00004
Bacillus_BU	12744	G	44	100	144	0.00004
NBRC-107688	12755	G	21	6	27	0.00001
Bacillus_Z	12746	G	21	18	39	0.00001
Bacillus_BJ	12742	G	18	1	19	0.00001
Mesobacillus_A	12754	G	14	1	15	0.00000
Bacillus_AH	12714	G	904	40	944	0.00027
Bacillus_AE	12713	G	374	223	597	0.00017
Lederbergia_A	12719	G	66	18	84	0.00002
Lederbergia	12718	G	47	41	88	0.00002
Heyndrickxia	12717	G	23	23	46	0.00001
Siminovitchia	12722	G	19	6	25	0.00001
Margalitia	12721	G	15	12	27	0.00001
Jeotgalibacillus	12776	G	895	124	1019	0.00029
Rossellomorea	12712	G	747	132	879	0.00025
Bacillus_BW	12711	G	17	2	19	0.00001
Bacillus_BM	12709	G	13	2	15	0.00000
Bacillus_J	12726	G	220	187	407	0.00012
Caldibacillus_B	12731	G	141	147	288	0.00008
CALGYZ01	12728	G	90	148	238	0.00007
Bacillus_BK	12725	G	61	64	125	0.00004
Peribacillus	12736	G	381	86	467	0.00013
Bacillus_AD	12733	G	22	5	27	0.00001
Bacillus_BN	12735	G	11	3	14	0.00000
Domibacillus	12768	G	275	34	309	0.00009
Quasibacillus	12770	G	73	124	197	0.00006
Pseudobacillus	12769	G	20	4	24	0.00001
Mangrovibacillus	12777	G	254	240	494	0.00014
Falsibacillus	12764	G	182	12	194	0.00006
JARBTR01	12773	G	36	0	36	0.00001
Bacillus_BF	12774	G	12	5	17	0.00000
Lentibacillus	12813	G	1679	92	1771	0.00050
Paucisalibacillus	12824	G	1456	213	1669	0.00047
Virgibacillus_G	12838	G	1114	117	1231	0.00035
Virgibacillus_H	12839	G	817	94	911	0.00026
CALAMD01	12807	G	780	4	784	0.00022
Virgibacillus	12834	G	572	71	643	0.00018
Oceanobacillus	12820	G	460	172	632	0.00018
Gracilibacillus	12809	G	287	17	304	0.00009
Virgibacillus_B	12835	G	144	3	147	0.00004
Aquibacillus_A	12802	G	130	5	135	0.00004
Terribacillus	12832	G	95	8	103	0.00003
Virgibacillus_I	12840	G	78	0	78	0.00002
JAROCA01	12811	G	75	50	125	0.00004
Sediminibacillus	12829	G	71	19	90	0.00003
Virgibacillus_E	12836	G	67	2	69	0.00002
Halolactibacillus	12810	G	64	4	68	0.00002
Lentibacillus_B	12815	G	58	7	65	0.00002
Amphibacillus_C	12799	G	49	13	62	0.00002
Lentibacillus_C	12816	G	39	12	51	0.00001
Aquibacillus_E	12805	G	26	0	26	0.00001
Aquibacillus_D	12804	G	26	1	27	0.00001
Aquibacillus	12801	G	25	1	26	0.00001
Paraliobacillus	12822	G	22	1	23	0.00001
Pseudogracilibacillus	12826	G	21	3	24	0.00001
Terrihalobacillus	12833	G	20	1	21	0.00001
Paraliobacillus_A	12823	G	17	3	20	0.00001
Streptohalobacillus	12831	G	15	2	17	0.00000
Sediminibacillus_A	12830	G	15	4	19	0.00001
MSJ-26	12817	G	11	2	13	0.00000
Ornithinibacillus_A	12821	G	10	13	23	0.00001
Amphibacillus	12797	G	10	7	17	0.00000
Halobacillus	12844	G	2686	94	2780	0.00079
Halobacillus_A	12845	G	884	45	929	0.00026
Thalassobacillus	12847	G	40	2	42	0.00001
Pontibacillus	12841	G	1648	98	1746	0.00050
Piscibacillus	12792	G	751	370	1121	0.00032
Tenuibacillus	12796	G	166	4	170	0.00005
Salinibacillus	12793	G	164	6	170	0.00005
Alkalibacillus	12783	G	126	2	128	0.00004
Filobacillus	12787	G	66	8	74	0.00002
Allobacillus	12784	G	40	9	49	0.00001
Salirhabdus	12794	G	21	1	22	0.00001
Sporosarcina	12706	G	2742	467	3209	0.00091
Ureibacillus	12707	G	1946	1745	3691	0.00105
Planococcus	12701	G	1769	78	1847	0.00052
Psychrobacillus	12702	G	1283	369	1652	0.00047
Lysinibacillus	12696	G	681	163	844	0.00024
Metalysinibacillus	12698	G	239	23	262	0.00007
Viridibacillus	12708	G	61	8	69	0.00002
Solibacillus	12705	G	61	19	80	0.00002
Paenisporosarcina	12700	G	39	7	46	0.00001
Rummeliibacillus	12703	G	39	4	43	0.00001
Indiicoccus	12694	G	35	11	46	0.00001
Kurthia	12695	G	32	15	47	0.00001
Lysinibacillus_B	12697	G	24	9	33	0.00001
Savagea	12704	G	21	2	23	0.00001
Caryophanon	12691	G	19	7	26	0.00001
Chryseomicrobium	12692	G	11	2	13	0.00000
Turicibacter	13053	G	7848	9845	17693	0.00502
Bacillus_A	12669	G	1442	1062	2504	0.00071
Gottfriedia	12672	G	1284	173	1457	0.00041
Ectobacillus	12671	G	590	123	713	0.00020
DAIDKD01	12670	G	47	9	56	0.00002
Priestia_D	12674	G	20	2	22	0.00001
Metabacillus	12665	G	936	360	1296	0.00037
Bacillus	12663	G	552	414	966	0.00027
Bacillus_P	12664	G	302	247	549	0.00016
Metabacillus_D	12668	G	53	19	72	0.00002
Sutcliffiella_A	12681	G	586	208	794	0.00023
Sutcliffiella	12680	G	32	63	95	0.00003
Bacillus_CD	12679	G	25	14	39	0.00001
Litchfieldia	12685	G	206	97	303	0.00009
Ferdinandcohnia	12683	G	128	51	179	0.00005
Bacillus_BV	12682	G	94	15	109	0.00003
Bacillus_BS	12688	G	356	32	388	0.00011
Priestia	12678	G	135	77	212	0.00006
Bacillus_I	12677	G	18	1	19	0.00001
Bacillus_BZ	12653	G	92	16	108	0.00003
Aeribacillus	12652	G	49	48	97	0.00003
Anoxybacillus	12655	G	54	58	112	0.00003
Parageobacillus	12660	G	25	14	39	0.00001
Geobacillus	12659	G	17	8	25	0.00001
SM2101	12689	G	35	2	37	0.00001
Staphylococcus	13125	G	4124	4809	8933	0.00254
Mammaliicoccus	13124	G	65	70	135	0.00004
Macrococcus_B	13123	G	54	33	87	0.00002
Macrococcus	13122	G	22	5	27	0.00001
Gemella	13116	G	1235	2960	4195	0.00119
Salinicoccus	13121	G	182	71	253	0.00007
Jeotgalicoccus_A	13119	G	55	63	118	0.00003
Jeotgalicoccus	13118	G	30	9	39	0.00001
FJAT-45350	12869	G	1897	661	2558	0.00073
Alkalihalobacterium	12867	G	434	59	493	0.00014
Bacillus_AO	12868	G	28	12	40	0.00001
Halalkalibacter	12862	G	852	669	1521	0.00043
Alkalicoccobacillus	12859	G	313	19	332	0.00009
Alkalihalobacillus	12860	G	305	61	366	0.00010
Shouchella	12866	G	277	20	297	0.00008
Halalkalibacter_A	12863	G	46	12	58	0.00002
Alkalihalophilus	12861	G	37	15	52	0.00001
Alteribacter	12884	G	720	41	761	0.00022
Salipaludibacillus	12888	G	295	36	331	0.00009
Alkalicoccus	12883	G	215	16	231	0.00007
Salisediminibacterium	12889	G	136	30	166	0.00005
Bacillus_CA	12885	G	127	61	188	0.00005
Evansella	12886	G	76	8	84	0.00002
Aliibacillus	12871	G	241	715	956	0.00027
Geomicrobium_A	12876	G	203	3	206	0.00006
Salicibibacter	12880	G	112	4	116	0.00003
Salsuginibacillus	12881	G	34	0	34	0.00001
Alteribacillus	12872	G	23	3	26	0.00001
Natribacillus	12878	G	20	0	20	0.00001
Anaerobacillus	12858	G	271	100	371	0.00011
Baia	13145	G	2691	46	2737	0.00078
Shimazuella	13155	G	401	6	407	0.00012
JANWIG01	13148	G	53	2	55	0.00002
Risungbinella	13153	G	39	4	43	0.00001
IB182353	13147	G	30	0	30	0.00001
Seinonella	13154	G	14	0	14	0.00000
Thermoactinomyces_A	13158	G	12	0	12	0.00000
Paludifilum	13140	G	122	21	143	0.00004
Kroppenstedtia	13135	G	35	28	63	0.00002
Polycladomyces	13142	G	19	0	19	0.00001
Sulfoacidibacillus	12644	G	512	29	541	0.00015
JAKACY01	12641	G	376	9	385	0.00011
JAKACU01	12639	G	292	0	292	0.00008
Ferroacidibacillus	12636	G	238	1	239	0.00007
JAJZCL01	12638	G	108	5	113	0.00003
Alicyclobacillus	12618	G	939	129	1068	0.00030
Alicyclobacillus_I	12623	G	302	4	306	0.00009
JAKADF01	12632	G	103	0	103	0.00003
SO9	12635	G	53	2	55	0.00002
Alicyclobacillus_H	12622	G	36	0	36	0.00001
Alicyclobacillus_K	12625	G	32	0	32	0.00001
Alicyclobacillus_B	12620	G	14	2	16	0.00000
Fictibacillus	12850	G	842	105	947	0.00027
Pseudalkalibacillus	12853	G	645	222	867	0.00025
Fictibacillus_A	12851	G	147	42	189	0.00005
Fictibacillus_C	12852	G	136	13	149	0.00004
Anaerobacillus_A	12854	G	224	213	437	0.00012
Bacillus_BR	12855	G	152	10	162	0.00005
Maribacillus	12856	G	12	1	13	0.00000
Brevibacillus	12902	G	988	289	1277	0.00036
Brevibacillus_C	12904	G	298	9	307	0.00009
Brevibacillus_B	12903	G	61	5	66	0.00002
Calidifontibacillus	12778	G	455	179	634	0.00018
Calidifontibacillus_A	12779	G	89	8	97	0.00003
Schinkia	12781	G	64	34	98	0.00003
OESV01	12780	G	18	6	24	0.00001
Bacillus_AV	12782	G	617	52	669	0.00019
Tepidibacillus_A	13128	G	1141	76	1217	0.00035
Tuberibacillus	12901	G	628	203	831	0.00024
Sporolactobacillus	12899	G	236	50	286	0.00008
KACC-23026	12893	G	53	13	66	0.00002
Marseille-P3662	12894	G	13	0	13	0.00000
Scopulibacillus	12897	G	11	0	11	0.00000
JARDZP01	12935	G	789	15	804	0.00023
Inordinaticella	12933	G	68	2	70	0.00002
JAAZCR01	12934	G	16	0	16	0.00000
Haloplasma	12932	G	14	0	14	0.00000
Tumebacillus	13167	G	187	0	187	0.00005
DT12	13166	G	30	0	30	0.00001
Effusibacillus	13161	G	93	4	97	0.00003
Effusibacillus_A	13162	G	35	5	40	0.00001
JAGVBM01	13163	G	31	6	37	0.00001
Collibacillus	13160	G	72	8	80	0.00002
CALNBV01	12648	G	66	40	106	0.00003
Aneurinibacillus	12645	G	45	10	55	0.00002
Ammoniphilus_A	12650	G	50	1	51	0.00001
Exiguobacterium_A	12931	G	110	7	117	0.00003
Exiguobacterium	12930	G	40	10	50	0.00001
Bu12	12908	G	148	6	154	0.00004
Kyrpidia	12938	G	99	0	99	0.00003
Bacillus_CH	12915	G	62	2	64	0.00002
ZOR0006	12920	G	35	35	70	0.00002
Culicoidibacter	12919	G	24	26	50	0.00001
JACDOE01	12936	G	50	1	51	0.00001
Desulfuribacillus_A	12928	G	43	1	44	0.00001
JAQSYP01	12910	G	47	2	49	0.00001
Massilibacterium	12848	G	26	8	34	0.00001
Lottiidibacillus	12849	G	14	1	15	0.00000
Bacillus_BL	12891	G	15	0	15	0.00000
Rubeoparvulum	13114	G	15	1	16	0.00000
Caccenecus	16223	G	2731	524	3255	0.00092
UBA6985	16314	G	2654	3856	6510	0.00185
RUG14891	16291	G	1552	205	1757	0.00050
Ventrenecus	16327	G	1275	1355	2630	0.00075
CALVXF01	16198	G	1253	0	1253	0.00036
RUG13160	16287	G	1208	111	1319	0.00037
SIG200	16297	G	1057	82	1139	0.00032
CAG-302	16160	G	1038	564	1602	0.00045
CAG-533	16163	G	934	339	1273	0.00036
UMGS2016	16323	G	910	758	1668	0.00047
Coprovivens	16225	G	758	424	1182	0.00034
RUG12438	16282	G	712	219	931	0.00026
CAG-1193	16159	G	698	828	1526	0.00043
CAG-433	16162	G	654	257	911	0.00026
Onthousia	16262	G	633	414	1047	0.00030
UBA3789	16306	G	614	1043	1657	0.00047
RUG14121	16289	G	573	1402	1975	0.00056
Coprosoma	16224	G	555	275	830	0.00024
RUG11788	16279	G	532	60	592	0.00017
CAMSXY01	16202	G	496	56	552	0.00016
RUG591	16294	G	492	147	639	0.00018
Aphodocola	16157	G	482	410	892	0.00025
Pelethosoma	16263	G	442	489	931	0.00026
CAG-1000	16158	G	431	393	824	0.00023
Onthocola_B	16261	G	415	163	578	0.00016
CAG-417	16161	G	358	288	646	0.00018
RUG13038	16286	G	328	126	454	0.00013
HGM10836	16235	G	311	984	1295	0.00037
CAOJBM01	16214	G	278	527	805	0.00023
CAKORS01	16183	G	268	688	956	0.00027
HGM10857	16236	G	262	836	1098	0.00031
CANQFX01	16207	G	236	8	244	0.00007
UMGS1124	16316	G	216	76	292	0.00008
CAKOLN01	16180	G	197	82	279	0.00008
CALVSV01	16192	G	190	14	204	0.00006
RUG11198	16275	G	181	159	340	0.00010
MGBC162267	16258	G	155	29	184	0.00005
RUG705	16295	G	148	172	320	0.00009
RUG13868	16288	G	139	169	308	0.00009
SIG205	16299	G	128	7	135	0.00004
Faecisoma	16231	G	123	141	264	0.00007
CAG-582	16164	G	113	75	188	0.00005
CAJMSU01	16175	G	106	62	168	0.00005
CAG-710	16168	G	105	95	200	0.00006
CAKPTA01	16188	G	103	143	246	0.00007
UMGS1449	16318	G	103	32	135	0.00004
UBA2730	16304	G	96	64	160	0.00005
HGM10818	16234	G	95	156	251	0.00007
UMGS872	16325	G	94	1092	1186	0.00034
CAKPCJ01	16185	G	86	21	107	0.00003
RUG12834	16284	G	67	9	76	0.00002
RGIG8386	16273	G	65	7	72	0.00002
CAJLIR01	16174	G	60	285	345	0.00010
CAG-877	16170	G	59	18	77	0.00002
CAG-884	16171	G	52	6	58	0.00002
Scybalousia	16303	G	51	23	74	0.00002
UMGS1613	16322	G	48	34	82	0.00002
UMGS995	16326	G	47	115	162	0.00005
Faecimonas	16230	G	47	20	67	0.00002
MGBC108787	16255	G	45	68	113	0.00003
UBA5578	16310	G	45	16	61	0.00002
CANQEN01	16204	G	42	5	47	0.00001
CALVXC01	16197	G	42	39	81	0.00002
CSSED10-109M	16222	G	30	112	142	0.00004
RGIG4266	16269	G	26	10	36	0.00001
RGIG3091	16268	G	25	18	43	0.00001
UBA5026	16307	G	24	30	54	0.00002
UBA6448	16312	G	21	7	28	0.00001
CATKEA01	16219	G	21	15	36	0.00001
SIG204	16298	G	19	2	21	0.00001
UMGS1271	16317	G	19	63	82	0.00002
UBA6414	16311	G	18	3	21	0.00001
MGBC119817	16256	G	18	20	38	0.00001
UMGS1572	16320	G	18	47	65	0.00002
OMSK01	16260	G	15	6	21	0.00001
MGBC139354	16257	G	15	2	17	0.00000
RGIG9169	16274	G	14	14	28	0.00001
CANRDL01	16211	G	13	3	16	0.00000
CAKOLD01	16179	G	13	2	15	0.00000
CAG-605	16165	G	12	8	20	0.00001
UBA3631	16305	G	12	11	23	0.00001
DUUS01	16227	G	11	4	15	0.00000
CAG-628	16167	G	11	6	17	0.00000
HGM10766	16233	G	10	3	13	0.00000
CAG-611	16166	G	10	8	18	0.00001
CAJGDV01	16173	G	10	1	11	0.00000
RUG11867	16280	G	10	3	13	0.00000
RUG12867	16285	G	10	24	34	0.00001
Onthovivens	16360	G	8800	8520	17320	0.00492
UBA4951	16374	G	2442	5	2447	0.00069
UBA970	16378	G	983	0	983	0.00028
UB1719	16369	G	828	0	828	0.00023
UBA3207	16373	G	526	235	761	0.00022
Enteromonas	16353	G	435	349	784	0.00022
RUG131	16366	G	321	11	332	0.00009
CAG-826	16343	G	223	6	229	0.00006
CAJOOD01	16345	G	179	79	258	0.00007
RGIG9670	16364	G	110	511	621	0.00018
UBA5455	16375	G	86	1	87	0.00002
CASFSG01	16352	G	39	21	60	0.00002
Alectryobacillus	16342	G	38	33	71	0.00002
RUG13091	16365	G	33	4	37	0.00001
UBA7706	16377	G	29	8	37	0.00001
UBA2450	16372	G	25	1	26	0.00001
UBA1424	16371	G	20	12	32	0.00001
RUG14515	16367	G	20	1	21	0.00001
CALVUG01	16347	G	15	0	15	0.00000
CAJOLV01	16344	G	12	0	12	0.00000
SIG220	16368	G	11	0	11	0.00000
CAG-449	16335	G	1366	11920	13286	0.00377
UBA3210	16339	G	497	23	520	0.00015
CANQAG01	16337	G	14	1	15	0.00000
CANRPC01	16338	G	11	0	11	0.00000
HGM10890	16333	G	401	142	543	0.00015
Enterosoma	16332	G	154	12	166	0.00005
CAKPXW01	16340	G	71	176	247	0.00007
Caccosoma	16341	G	26	52	78	0.00002
Bulleidia	15988	G	2332	1095	3427	0.00097
RGIG4607	16025	G	1424	69	1493	0.00042
UBA1783	16036	G	1158	3	1161	0.00033
Merdibacter	16023	G	1114	7080	8194	0.00233
JAHHTG01	16017	G	1053	351	1404	0.00040
Erysipelothrix	16004	G	585	42	627	0.00018
RUG11872	16030	G	554	7	561	0.00016
DUUI01	16001	G	518	19	537	0.00015
UBA636	16041	G	357	39	396	0.00011
Anaerorhabdus	15986	G	337	20	357	0.00010
C-19	15989	G	313	124	437	0.00012
Longicatena	16021	G	295	220	515	0.00015
JAQUCI01	16020	G	195	11	206	0.00006
Absicoccus	15982	G	178	455	633	0.00018
Traorella	16035	G	170	546	716	0.00020
Breznakia	15987	G	140	40	180	0.00005
JAAZDN01	16014	G	137	29	166	0.00005
Eubacterium_P	16005	G	106	728	834	0.00024
Faecalibaculum	16006	G	99	157	256	0.00007
GWE2-51-13	16010	G	86	13	99	0.00003
Faecalicoccus	16007	G	80	229	309	0.00009
UBA6182	16040	G	79	3	82	0.00002
CAMCRE01	15994	G	68	5	73	0.00002
RGIG1896	16024	G	59	7	66	0.00002
CAMQRS01	15995	G	47	358	405	0.00011
UBA2212	16037	G	38	18	56	0.00002
Dielma	16002	G	37	5	42	0.00001
JALEVB01	16019	G	34	6	40	0.00001
UBA9076	16042	G	31	12	43	0.00001
Clostridium_AQ	15999	G	30	101	131	0.00004
JAEWFD01	16016	G	28	3	31	0.00001
CALVGN01	15993	G	24	0	24	0.00001
Allobaculum	15983	G	23	8	31	0.00001
Floccifex	16009	G	23	16	39	0.00001
Amedibacillus	15984	G	22	98	120	0.00003
Holdemanella	16011	G	19	18	37	0.00001
Amedibacterium	15985	G	16	29	45	0.00001
Massilicoli	16022	G	16	118	134	0.00004
SIG230	16034	G	13	1	14	0.00000
RGIG5681	16027	G	11	1	12	0.00000
RUG521	16033	G	11	3	14	0.00000
RQZE01	16028	G	10	1	11	0.00000
RUG14871	16032	G	10	1	11	0.00000
Beduini	15956	G	630	660	1290	0.00037
Thomasclavelia	15980	G	535	778	1313	0.00037
Allocoprobacillus	15955	G	223	86	309	0.00009
Eggerthia	15964	G	206	1159	1365	0.00039
Faecalibacillus	15965	G	75	117	192	0.00005
JAJQDJ01	15968	G	65	2	67	0.00002
Longibaculum	15972	G	34	37	71	0.00002
Sharpea	15977	G	26	13	39	0.00001
MGBC163490	15975	G	20	53	73	0.00002
CATOPA01	15961	G	14	4	18	0.00001
Stoquefichus	15978	G	13	3	16	0.00000
Catenibacterium	15962	G	11	4	15	0.00000
Malacoplasma_A	16144	G	1207	77	1284	0.00036
RUG11194	16149	G	597	230	827	0.00023
Ureaplasma	16150	G	477	44	521	0.00015
Mycoplasma_L	16145	G	158	6	164	0.00005
Malacoplasma	16143	G	77	1	78	0.00002
CAMREV01	16139	G	60	0	60	0.00002
Mycoplasmoides	16147	G	31	4	35	0.00001
Mesomycoplasma	16115	G	777	74	851	0.00024
DT-68	16112	G	515	44	559	0.00016
Mesomycoplasma_A	16116	G	249	15	264	0.00007
Metamycoplasma	16117	G	247	25	272	0.00008
Mycoplasmopsis	16123	G	219	9	228	0.00006
Mycoplasma_K	16120	G	72	1	73	0.00002
Mycoplasmopsis_A	16124	G	63	4	67	0.00002
CALDDH01	16153	G	1049	26	1075	0.00031
Spiroplasma_A	16134	G	155	3	158	0.00004
Mycoplasma	16132	G	100	0	100	0.00003
Edwardiiplasma	16128	G	96	4	100	0.00003
Spiroplasma	16133	G	27	0	27	0.00001
Williamsoniiplasma	16138	G	10	0	10	0.00000
Spiroplasma_D	16156	G	49	2	51	0.00001
Anaeroplasma	15939	G	1508	1149	2657	0.00075
Pelethenecus	15944	G	427	29	456	0.00013
CALUXS01	15942	G	52	32	84	0.00002
JAEELC01	15943	G	36	5	41	0.00001
CAG-307	15940	G	35	16	51	0.00001
CAKQDS01	15941	G	10	2	12	0.00000
UBA2284	15935	G	366	31	397	0.00011
DUQW01	15927	G	262	33	295	0.00008
Mariniplasma	15932	G	137	53	190	0.00005
Alteracholeplasma	15924	G	130	10	140	0.00004
Phytoplasma	15933	G	106	8	114	0.00003
UBA6181	15936	G	79	5	84	0.00002
Acholeplasma	15923	G	54	4	58	0.00002
Haploplasma	15928	G	13	2	15	0.00000
WOFB19	15938	G	10	2	12	0.00000
Paracholeplasma	15951	G	215	89	304	0.00009
DUQU01	15950	G	35	26	61	0.00002
RGIG10196	15948	G	22	4	26	0.00001
Tener-01	16100	G	941	6	947	0.00027
JAAYBG01	16094	G	480	661	1141	0.00032
CAG-698	16086	G	165	85	250	0.00007
DUUA01	16092	G	106	48	154	0.00004
JAQVOS01	16097	G	69	20	89	0.00003
CAKOMG01	16087	G	26	1	27	0.00001
DTU056	16088	G	24	3	27	0.00001
UBA3946	16102	G	15	17	32	0.00001
UMGS75	16085	G	436	2	438	0.00012
CAG-313	16077	G	277	726	1003	0.00028
UBA1231	16081	G	33	20	53	0.00002
UMGS1109	16084	G	31	18	49	0.00001
UBA1737	16083	G	18	1	19	0.00001
Izemoplasma_C	16048	G	257	3	260	0.00007
JAFGXW01	16049	G	225	55	280	0.00008
B1SED10-225	16043	G	152	3	155	0.00004
CSBR16-87	16046	G	37	0	37	0.00001
SKGI01	16054	G	20	0	20	0.00001
JAIPGF01	16051	G	11	0	11	0.00000
UBA12489	16068	G	128	10	138	0.00004
UBA2289	16069	G	64	40	104	0.00003
Zrk29	16071	G	50	14	64	0.00002
JAHIVB01	16065	G	45	2	47	0.00001
UBA5603	16070	G	31	25	56	0.00002
4572-104	16062	G	14	4	18	0.00001
JAAYZB01	16063	G	14	1	15	0.00000
UBA1188	16061	G	31	3	34	0.00001
JAISTP01	16072	G	144	2	146	0.00004
JAJDGJ01	16073	G	11	4	15	0.00000
Nostoc	20475	G	941	433	1374	0.00039
Trichormus	20491	G	768	156	924	0.00026
Raphidiopsis	20482	G	433	94	527	0.00015
JASJCY01	20466	G	410	147	557	0.00016
Hassallia	20463	G	364	120	484	0.00014
Scytonematopsis	20486	G	362	27	389	0.00011
Mojavia	20471	G	342	103	445	0.00013
FACHB-1237	20455	G	328	127	455	0.00013
Brasilonema	20444	G	325	70	395	0.00011
Nostoc_B	20476	G	285	148	433	0.00012
Tolypothrix_B	20490	G	281	136	417	0.00012
Dolichospermum	20453	G	272	83	355	0.00010
Nodularia	20474	G	262	40	302	0.00009
Mastigocoleus	20470	G	257	28	285	0.00008
Dulcicalothrix	20454	G	245	26	271	0.00008
Rivularia	20484	G	206	19	225	0.00006
Iningainema	20464	G	165	13	178	0.00005
Amazonocrinis	20439	G	141	104	245	0.00007
PCC-6303	20477	G	122	43	165	0.00005
Gloeotrichia	20459	G	113	55	168	0.00005
Aulosira	20443	G	112	130	242	0.00007
Calothrix_A	20445	G	103	37	140	0.00004
Stigonema	20489	G	92	108	200	0.00006
Atlanticothrix	20442	G	70	53	123	0.00003
RDXV01	20480	G	60	14	74	0.00002
Komarekiella	20467	G	58	89	147	0.00004
Cuspidothrix	20447	G	57	53	110	0.00003
Aetokthonos	20438	G	47	6	53	0.00002
RDYJ01	20481	G	47	28	75	0.00002
PCC9605	20478	G	44	7	51	0.00001
Anabaena	20440	G	44	34	78	0.00002
FACHB-800	20456	G	42	7	49	0.00001
Anabaenopsis	20441	G	36	23	59	0.00002
Trichormus_B	20492	G	29	0	29	0.00001
Halotia	20462	G	23	9	32	0.00001
Fischerella	20457	G	23	34	57	0.00002
Cyanomargarita	20449	G	23	0	23	0.00001
Scytonema	20485	G	18	4	22	0.00001
Pelatocladus	20479	G	16	6	22	0.00001
Umezakia	20493	G	16	2	18	0.00001
Chroococcus	20426	G	1262	77	1339	0.00038
Microcystis	20429	G	709	215	924	0.00026
Gloeothece	20427	G	76	12	88	0.00002
Planktothrix	20423	G	474	104	578	0.00016
Okeania	20422	G	350	216	566	0.00016
Limnoraphis	20419	G	308	3	311	0.00009
Limnospira	20420	G	202	348	550	0.00016
JAJEAQ01	20416	G	132	0	132	0.00004
Microcoleus	20421	G	98	21	119	0.00003
JASJEE01	20417	G	58	29	87	0.00002
Trichodesmium	20424	G	32	15	47	0.00001
Roseofilum	20392	G	1198	172	1370	0.00039
CCY15215	20517	G	1124	1	1125	0.00032
